,2019.0,2020.0,2021.0,2022.0,2023.0
nude,0.011637223707157324,0.010736374725190971,0.005291162083084631,0.003769533244379779,0.004846187229490297
fb06,0.01158380186770528,0.010598466906443577,0.004636060925703275,0.00342298940558493,0.0038108931808306886
beige,0.011466238780536292,0.010626743362719704,0.011732195034384465,0.013366745705920691,0.014498745455102388
1359,0.011457001905819565,0.010339347969589843,0.00472087036327659,0.003313434578031269,0.004040788141230999
cross,0.01095792014580177,0.010032698484894798,0.004806402887306607,0.003468479813323672,0.0036546767041156086
bcst22,0.010628479745451135,0.009555068856358337,0.003739406982233299,0.0031215167987020775,0.0037027909823853047
trunks,0.01039424320646075,0.011094773525538339,0.02076712481254124,0.018022841477034517,0.0070891363197724926
over,0.010347345419949482,0.009489898741225121,0.004129638268561186,0.002938992609905069,0.0034353025187210872
wcsd03,0.010023827674688556,0.009070773022647062,0.0040401470832239755,0.0032799455785456704,0.0038021813040427315
pcfr21,0.009971779635749124,0.008939504017905057,0.0037658911443972385,0.003023804533462442,0.00340974375651524
4801,0.00993596717776454,0.008987686834715897,0.004321753930268905,0.0032995483252538107,0.0036588560161716984
pffl03,0.009924231101636597,0.009127688139435687,0.004534731863124742,0.003035587692929074,0.00330509458521283
red,0.009711849996288668,0.012116645425604772,0.015570143106758978,0.01578722032145592,0.01874348843877976
1300,0.009512051602183717,0.008593858032535626,0.003519264981092778,0.003080343103394346,0.0038634465327864525
natural,0.009395594492361103,0.00845634008522846,0.0036770691309000268,0.0032066024703823032,0.0034448948618069726
just,0.00912121932238162,0.0084765466566783,0.004014830287896578,0.0033317582290637534,0.0031397916285517326
1375,0.009030626216158568,0.008172147572282157,0.003902150809275934,0.0031606964262845395,0.0031509893295628695
bfcv11,0.008945678323044064,0.008098313488179371,0.0035962206111029875,0.0025269794487714076,0.00319042492696161
sp04,0.008942215758367525,0.008075650080835333,0.0034163215856411145,0.002731056496232726,0.0031242156591208157
shorts,0.008867575705511626,0.009052198042500488,0.015953715045081508,0.016302954187093543,0.02007124286940203
9426,0.008857228130983294,0.008202954670951532,0.003814049479661218,0.0029312395618061615,0.0030888755276464322
ss12,0.008802088791485467,0.007969724636202847,0.0034733438338444287,0.0027158937789923034,0.0031393475512999365
9925,0.008727190839644343,0.008062751219420572,0.0041331536597885325,0.0029129918218664757,0.002816772829073649
5264,0.008714228000414753,0.007848166749962386,0.003359314834736523,0.0025554891798952955,0.0029405895728666876
glitzies,0.008567019776298833,0.007837646012409714,0.003271966474870679,0.0024464227743414575,0.0028141199978767226
swimsuit,0.008561201708616116,0.007775446884345285,0.0034162620566051826,0.0022467010438324796,0.0031716803236008727
bclc11,0.008545223494623479,0.007891533740829867,0.003872184307724021,0.0028976146744941504,0.0029536160735283996
db05,0.008513227603226991,0.00783728551919114,0.003710720762256181,0.002460567110819133,0.0028849853753173927
cami,0.008496202019005954,0.007949794365484635,0.003905697042573477,0.002741233038680427,0.002816808949488452
bclc12,0.00848846935495675,0.007734356971194539,0.0033198050538903305,0.002202029464431201,0.002998311916094852
eva,0.008413892785760588,0.007896467350789901,0.003946755965353335,0.0029815895698495376,0.004173676915896829
push,0.00840145671152765,0.007911910632096102,0.0028534950362977753,0.0016855846539056522,0.003443978818448917
5429,0.00834819035044127,0.007763806851121902,0.004057724278659749,0.002848952349324029,0.0027406594556144484
essentials,0.00824921237581532,0.007543855130194074,0.004329440205638586,0.00397644574429431,0.0038717118401802027
pyjamas,0.008018730393214085,0.00727820552447888,0.0034610290991322246,0.0025929711167796037,0.0027228671776277024
moulded,0.007999028153911573,0.007437196599610093,0.001997359415994138,0.0013038281695331728,0.0035682142610041372
nightdress,0.007821403809126208,0.007082502004893064,0.0063170137615208444,0.007508057854621347,0.02188553311227111
coloured,0.007521481468740486,0.0064064085137165595,0.008370431467295639,0.009215337917281232,0.008313367463744606
confidence,0.007482404326710922,0.0068719623455554355,0.0029154273934909277,0.002057798747382224,0.002520370034678626
jacket,0.00739203374110363,0.007069266351706047,0.004963948738086517,0.004234086115041403,0.0038737274434170205
up,0.0073672010017362816,0.00690657475325229,0.002427679114937533,0.001761629347595762,0.0031963993959677377
solid,0.007263621399174349,0.008461951601043573,0.016567090591325297,0.011513827285939067,0.006715213141658463
underwear,0.007133076642414134,0.006914151442393852,0.007514636155162438,0.0066696611821177275,0.0030544599388786513
shirt,0.007009120750082782,0.01192466242500891,0.04001580767748591,0.036467496173291446,0.04599758371751918
self,0.006850437414577594,0.006267559164091113,0.0030689176862648635,0.002256764758810029,0.002202927891626202
knit,0.006744938031104095,0.006264909567441131,0.003458701124575454,0.0026233984411592375,0.0023286728347881257
ready,0.006514449671299426,0.0058882108580299835,0.0025542387645773918,0.0017789673129753362,0.0022685456727505565
ranger,0.006514435891272057,0.005942101514059261,0.0034208145354322366,0.0026755613964166043,0.0023505502789231292
pure,0.006353317125814022,0.005780162348079253,0.0026254242792962752,0.0018856938342012492,0.0019353506240194973
peter,0.006224890353308705,0.0065363872879402474,0.007379550658662231,0.005384069427255234,0.01011845583162782
bikini,0.006083729471348936,0.005497872463035064,0.007216099931284851,0.007133915541548606,0.007504539547423798
xoxo,0.006015754131215072,0.005514768707153783,0.0025847167825595032,0.0019197239348910822,0.002217353919374832
fcuk,0.005996846500524167,0.005815940845626806,0.008664070340285322,0.008324887772313631,0.003945688202079145
england,0.005944841673934377,0.006332565424293858,0.006695205417041362,0.004233232641116925,0.00860637640059057
georgette,0.005667328828489655,0.005177868491833987,0.002329643489226723,0.0018988675654462441,0.0020416583461246003
12,0.005661569118741348,0.00525986620620423,0.002307743933010072,0.001666767473222903,0.0021406658883339033
02,0.0051664166261737405,0.004668454050457515,0.0026556201188018256,0.00197219665704859,0.0019049319417106464
checked,0.004892439336097578,0.004948468486280579,0.003989473514119611,0.0029676216622251325,0.0019802661660139687
0105,0.004816216009649371,0.004384112807600454,0.002058312086281403,0.001606040076775689,0.0018995854619084337
to,0.004807202440062874,0.004415165309164575,0.0021103403092983756,0.0017375793932758172,0.0016191212605984537
wear,0.004774998437792358,0.004427812978045298,0.002269620526273643,0.0020068013845308185,0.0017910956145182203
ss,0.004495127977573246,0.004231123017056308,0.0018124177931562123,0.0007870776359627637,0.0014170172014444074
saree,0.004388314801518467,0.003938256502570311,0.002058807596734476,0.0025138717991908693,0.0018716445582426151
sp,0.004361114870716025,0.004045850540799331,0.003001416696427399,0.0023398175039597157,0.0017187092564437906
brown,0.00433917677509541,0.004660415221884669,0.010943647064650622,0.010490291763936226,0.009840310076588274
stretch,0.004168613652194058,0.004802273646911163,0.005198546832390987,0.004163357245252024,0.005044547411986238
striped,0.003630079033015182,0.004302404991302545,0.010878900873724746,0.012126396195260736,0.011157725393264907
green,0.0033224589603986676,0.004567554656030895,0.01655782413377422,0.017300932810141396,0.01345812428894076
slim,0.003305334828625255,0.0036300759749225042,0.005043931635521748,0.0032519915483529595,0.006537179286480049
pink,0.0025951435289159764,0.0013596308766617151,0.015897337587836787,0.022391013040042606,0.02197768831441241
birds,0.002324974480811572,0.002755814017732817,-0.0010470483421586255,-0.001237258412651233,0.0022997284776754856
fit,0.0022391339110659414,0.00265706421014084,0.009832873171920362,0.008613287334118352,0.01808814161107288
perros,0.0019465296779922635,0.0017266533999943598,-0.0017050459954065698,-0.0016385527125188232,0.0012649867954131913
angry,0.0018735316123492873,0.00235874433849667,-0.0007989347170941548,-0.0014397303481247861,0.0012536416851150073
wildcraft,0.0016470809986730006,0.00214060091522993,0.0009916009248129927,-0.000517243629168018,0.005370422189185511
lino,0.0015371521408667481,0.0015974124177605034,-0.0006174535198374193,-0.0009586045577519715,0.0012950836863874382
fanatic,0.0014112594182022706,0.0013084964798497952,0.0006776148700186129,0.004128150364442622,0.0032012181929096406
scarf,0.00138168371104391,0.0015661935657652292,4.7059857466424726e-05,0.00017162486382655176,0.0012640654747652713
robe,0.0010851099537647236,0.00091246318580108,-0.0004953482051795245,-0.000354242483897103,0.00103165526073265
pack,0.0010720965426663557,0.002228498880794179,0.021552400629086133,0.019288637363670282,0.015458347622688077
top,0.001071167299309906,0.0011773580780133556,0.005333317895486041,0.012342874364127766,0.0037348247400440997
club,0.001053997536838699,0.0016794917606348997,0.0003245286923775828,-0.0020514856228263404,-0.0032837404000683585
heart,0.0010488293617375484,0.0009894112091696186,-0.0008856208202716631,-0.0011034516758454157,0.0008021689971023638
bath,0.0009784565710474447,0.0011074040140917874,-0.00012165725470309548,-0.000731242604126634,0.0017723455834338811
yellow,0.000931523781910702,0.0015161677048592737,0.00599861210111328,0.006326718069464271,0.007946756037744829
basics,0.0008977369377856554,0.002540444771994541,0.00954613342462517,0.006398756689068321,0.022612097648370636
essential,0.0008819476781839089,-0.0014308680978787481,0.00044324039857762134,0.005997975556261957,0.006059168845235408
three,0.0007856666172394466,0.0009041264166802087,-0.0003041390625116853,-0.0007113816806215865,0.001175716468712123
2011,0.0007711148943114871,0.0006825822285714208,-0.0004304639224259767,-0.00035557757397408916,0.0007584537315722597
off,0.0007390796250686063,0.0010973725660874494,0.00221276789330838,0.0020027050211503788,0.0037469735000875827
h2h,0.0007000329048310014,0.0007343829368068189,-0.0003463511873728182,-0.0007138522041789741,0.000792507048699977
pgdi03,0.0006966609480094645,0.0007227883076229328,-0.0004163747233403291,-0.0006054156722539079,0.0008442158919541342
100,0.000627074004361989,0.0006448441709913678,-5.4865831494919485e-05,-0.00026254678861119664,0.0007623377326904786
tee,0.0006263938530782155,0.0018547463955945662,0.002095410156197578,0.0007908618503648567,-0.001915124055824525
pfcn04,0.0006042454460755956,0.0006160481568213175,-0.0003072447457893786,-0.000465947494079505,0.000465524704231237
cotton,0.0005660362561768314,0.0011346094232997817,0.0043356213208353206,0.00547378907651841,0.011443828260698613
mens,0.0005650835405150852,0.0006773502330529618,0.000666172122930804,0.0014239159958993205,-0.0007841971542269407
leggings,0.0005582428034880683,0.0005050858974013965,0.0006599718875556057,0.0019769229442785363,0.0007567275053524845
concealing,0.0005425686223807965,0.0005441332367986195,-0.00039540846358391673,-0.0007221839636830749,0.0004390179760273266
plain,0.0005398896199427554,0.0005525067852511335,-0.00021664345487286562,-0.0004309567822764261,0.0006109131717082648
petals,0.0005341275406880843,0.0005627216359582975,-0.000583104544619842,-0.0006483317225428782,0.00040612198594568985
peach,0.0005006586147929176,0.0003041757491240362,0.0016615022231190896,0.0027742976628316726,0.0028010166079339392
tank,0.00047460424540072724,0.00042069679946611177,-0.0001831177402619895,-0.00014405608937199198,0.0004150958615547326
cup,0.00046778368861787793,0.000509581877432222,-0.0003652469158009638,-0.0005339149915484501,0.0005010883711044238
robes,0.00045757917591064884,0.0004928135126456174,-0.00011692158268644261,-0.00025918632561670586,0.0007325581712637504
comfortsoft,0.0004387849199866522,0.0004921145340432106,0.00028595002946712214,0.0001344724361334589,0.0005703195707180311
hipsters,0.00041356256994278716,0.00042049359531747444,-0.00035709516176257017,-0.000375437247491133,0.0005065633604939791
print,0.0004118910183117402,0.0006965511774332134,0.0012176259182839681,0.0005639175099868959,0.000446271290008587
lee,0.00039327321255679777,0.0016215329685387496,0.010583385546762542,0.005574691304343961,0.015451264599614734
wirefree,0.0003841237405336289,0.0003994674464955521,-0.0002414162083018398,-0.0003877819201627859,0.0003541368061784008
polo,0.00037770365706232275,0.007983356795314216,0.027332726886131083,0.009143928872436844,0.03043280800930288
2004,0.0003766165685786483,0.00037487019654773037,-0.00022236224226012693,-0.00021881946625130634,0.0005634143692722125
waistband,0.000374315919465698,0.0004204669957357211,0.0002445562354999195,7.733237620242132e-05,0.0005116806284031041
maxi,0.0003657573370669732,0.0005666411047571759,0.000854070209718498,0.00022060673745040487,0.0024483655102420527
racerback,0.0003601057228018184,0.00037262015326278787,-0.00022544852634756766,-0.0004348665258142506,0.0002292763170231315
reebok,0.0003584071433961274,0.0025962507034950743,0.0029146174283200864,0.0062791495753237985,0.0019402323041861332
relaxed,0.00035355476406533163,0.00041873597428574637,0.00015036089641992203,-4.2524924223410194e-05,0.0005226625174266201
wind,0.0003398867899368132,0.0003458128291719262,-8.80025494836748e-05,-0.0002178333595999795,0.000319338202253473
dot,0.0003324923148089639,0.0003116464151359846,-0.0001651506777275785,-0.00017961303270260076,0.0003683245395689872
pfcl01,0.0003285539910071125,0.0003099359029484921,-0.00024151646888680717,-0.00016308636532232402,0.00044012864652259384
1718,0.00031843997389036587,0.0003050932574985448,-0.0002904307625898872,-0.0003337334911558963,0.0001785334060495555
1616,0.00031283416721151303,0.00032709068255698656,-0.0003035283802843879,-0.00045093271917140637,0.0003476658535414303
fabindia,0.0003114190182944927,0.00022571758184479257,0.0031361586184200383,0.010480094639029987,0.0038293973781711424
bcfr02,0.00031086224368297063,0.00031195729090037385,-0.00019777260450182403,-0.0002696340669178146,0.0002300137242045211
stole,0.0003067983073091791,0.0004812152701172232,0.0017694552393961302,0.0019370340024993929,0.00472287600496736
burgundy,0.00029342192921046436,0.0003842962894899259,0.000249435768632363,0.0001760792760566714,0.000541921590696644
capri,0.00029300350954810294,0.0003890267851410776,0.00040999350363266714,2.275984059183875e-05,0.0008307787709942058
demi,0.0002911453440623462,0.00029651230553937643,-6.362553434809365e-05,-0.0001485948653337754,0.00037210605900736625
rain,0.00028906372194979464,0.00033163737066183035,-2.8222336895351086e-05,6.064658153995453e-05,0.00035287323465836237
contour,0.00028176446071358257,0.00030250343362446096,-0.00010392896815008324,-0.00024055153137208003,0.00030458719736700934
cheater,0.00028008783351749514,0.0003588197473961227,-5.5541230903507986e-05,-0.00027093202206598114,0.0003765595670398863
music,0.0002770201203520674,0.0011464963028115101,0.003601916806893857,0.0015448079500525026,0.008164871611636973
bcfn02,0.0002728991999318933,0.00027759209334309905,-0.00021607805451928763,-0.00022126891095778587,0.0003137496005306453
united,0.00026476522799393886,0.0013469678846988915,0.006144069597801924,0.0049914391339161476,0.0009098636737051412
2003,0.000264066223677444,0.00034280922390664384,-0.00012638050122368676,-0.00035837014746277154,0.0002527286779104685
tracksuit,0.0002596795465531248,0.0007795000372072556,0.002648680022864662,0.00172841773429673,0.006537841044674866
1672,0.0002584454073280794,0.00029207902418154283,-0.0001813955413101122,-0.0003475471071866454,0.00018865421604182764
pclc11,0.00025811513905242697,0.0002724716632832065,-0.00017829400686951945,-0.0002829659934982148,0.00020418429333158436
coral,0.0002573927727882612,0.0003245457717861403,0.00029807072288406657,0.00028204275040082734,0.0010006957905372433
bcmf02,0.0002557010390285167,0.0002591142234358993,-0.00018284234929413827,-0.00026170645968099726,0.00022764585442554264
shirred,0.00025468531649106864,0.00029743500930434454,-0.00011843576437436628,-0.0002092264606055156,0.000165578900668399
bfom12,0.0002539763390900413,0.0002601179126271748,-0.0001676628732115862,-0.0002804636262345247,0.00021767631626183856
net,0.0002514486360866943,0.0002745532892557014,-0.00015526799762828858,-0.0003139450282761007,0.00011009687062819468
leather,0.0002510791819534259,0.00021502229657712396,-0.00017749038056975248,-0.00024127155446312704,0.00021963856423038068
bcso01,0.00024722154011076037,0.00026961850872659493,-8.790329232224745e-05,-0.0001240226943409092,0.000312983611178842
underwire,0.0002434470845205515,0.0002405988177985848,-0.00022613621763871076,-0.00020064273413811172,0.0004174390536148812
pfcn03,0.00024256658080335807,0.00029349753553657807,-0.00013714976966252006,-0.00028753941797574035,0.0003108747037690346
pacific,0.000241698951437409,0.0002181256787783131,-6.638152376168645e-05,-0.00011390588931253132,0.0003159139123667374
myntra,0.00024122326619837076,0.0001608077496969653,0.002655692622979402,0.006107562546012238,0.0010486792187404366
rtv,0.00024092489182728777,0.00023916697183986847,-0.0002287037235372414,-0.00024268806425480177,0.00023367078751404256
2001,0.0002407371963182924,0.000261961900231816,0.00010939480821231461,1.9664168824055962e-05,0.00038766009027427597
crop,0.00023979869248070762,0.00021003559084527694,-9.493425320556061e-05,-0.00013631138837234081,0.00023542818100370165
flair,0.00023801972035260614,0.000238713552863706,-0.0002007923362901063,-0.0002451979686909524,0.00017993484158128695
coffee,0.00023800278100297886,0.0002948210372499696,0.00027742202797832835,0.00018196126742559397,0.00024618975717190526
round,0.00023735207975163203,0.0003755979069032731,0.0007120968476415564,0.0003452146002647989,0.0007780142275062972
bathrobe,0.0002322991341844145,0.0002366910309578739,-0.00020783282603947965,-0.0001979642833061691,0.0002947840209453254
bcst03,0.00023058051859896223,0.00023878987346437385,-0.00019794680101688404,-0.00021671910959936125,0.000173009991052354
bcfr11,0.0002262737251797696,0.00027234038861728113,-3.1106345253839315e-05,-0.00013640728079813906,0.0001871334347141642
bgtc01,0.00022267520045909123,0.00022471324120547506,-0.00019005835847308355,-0.000208614745997864,0.0001737958773024075
polka,0.00022092969319742565,0.00021708055542912763,9.910278846376424e-07,-9.119930537054341e-06,0.00021519933118747242
pcfr11,0.00021787886283608474,0.00020679924073378718,-0.00019659483554534566,-0.00030509784271634034,0.00013114757147697064
roxy,0.00021725904635301336,0.00036417037622698585,0.0012901213086048456,0.0012331968577704024,0.0029660209930730203
of,0.0002151537658701576,0.0017251200428459574,0.023008678092163247,0.020066874186381273,0.01151812092026785
bgsi01,0.0002132026776593809,0.0002023757379287182,-6.578812661457194e-05,-8.605898679012755e-05,0.0002709110505951483
bcmv01,0.0002074675716126663,0.00021574456283334696,-0.00016114364314303867,-0.00014140157230797663,0.0002952975950460332
pcpp01,0.0002074275568340275,0.00020134479876122427,-0.0001207875294672702,-0.00021010757697229385,0.00014907157053958012
belt,0.0002022326086344577,0.0002589147053271906,-4.558582320731699e-05,-0.0001974540012123874,0.00022138250465172818
lotto,0.00020084899437091726,9.6752345307295e-05,-0.0003039117006699758,-0.00040518464650089064,0.0001086884374646861
14,0.00019743866926658077,0.00020492405315752056,-0.00011589534388423087,-0.00015688583009690666,0.00027239385221078567
check,0.00019661545004034307,0.0015877980889852674,0.00810320753911142,0.006905670973104836,0.0008430860569912528
vox,0.00019560515131772103,0.0002040499291300461,-6.079051030416075e-05,-0.00011897124675025898,0.00016207129711959676
bgec01,0.00019329559333944847,0.00020990062084393687,-0.00012184055347382386,-0.00025946314796536243,0.00019738662948970428
pant,0.00019322812864538163,0.0008840512298596583,0.004569098947875661,0.0008707471540729762,-0.0022297073273634146
pfcl06,0.00019212468150560909,0.00020440558519539746,-0.00010265650225628433,-0.0001517023808535457,0.0002996637764350755
toned,0.00018881754932943402,0.00018416617918196886,-0.00011471540295594185,-0.00011103378459672107,0.0001818075091106902
pgsi01,0.00018593225418810823,0.00019476824685305547,-2.5228380834428097e-05,-9.93626869240363e-05,0.00023317395505406246
pgtc01,0.00018310855870289937,0.00015520362852331382,-0.00011392407590390162,-0.000143355222535536,0.00014551461368673155
bcpp01,0.000183008657807739,0.00018659105751469182,-5.796679073163666e-05,-5.437429170383156e-05,0.00021853158930779952
bcst11,0.0001828292241181523,0.00020953260523901468,-8.972730902960765e-05,-0.0002406112532097482,0.00017845679788951142
connection,0.00018196094359770678,0.0003043942357195659,0.0019837572498481375,0.0052559499920567425,0.0014157754386495416
tonga,0.0001793022052233092,0.00010598688598640993,0.0008886899930644932,0.0026582109108241863,0.0005499772157521274
bgdi03,0.0001790856657508595,0.0001759255431694444,-0.00015767242593057827,-0.0002620436055665763,0.00015404115396077512
solly,0.00017612296884542304,0.0006530870279325278,0.00202155735704862,0.0013698375785933807,0.006601229062667052
15,0.00017606207747444656,0.00018346307886368932,-0.000119125088563037,-0.00016354334139922976,0.00022434873707004926
orchid,0.00017247636467353602,0.0001340391165984529,-0.0001592674492780377,-0.00013314964526018344,0.00020926561521093922
no,0.0001717593879902401,0.0001932840553421558,3.827967276714434e-05,-8.383823012614484e-05,0.0001707261613401285
turquoise,0.00017153374916045174,0.00022383711986200672,0.00036708671117098715,0.0005009899889096622,0.0002612852779588567
xena,0.00016763084374598765,0.00018306528873161183,-0.00011747257738300152,-0.00021459334025810184,0.00012129272528433384
tops,0.00015807933391098828,0.0005461728319307578,0.0016935806134763514,0.0007278036358437827,-0.00028627017006211064
bgdc01,0.00015648734880754388,0.00017506419551956438,-5.883839093974957e-05,-9.537296832604162e-05,0.00013978218338705787
bgss01,0.0001551922493125713,0.0001906336999807956,-4.174090182634191e-05,-0.00017333593962246682,0.00012629960947668122
panty,0.00015485466373438105,0.00018000132305046542,-8.130606439760838e-05,-0.00015010678418888083,0.00022495432968857681
1378,0.00015264957409704666,0.00016537306907405137,-1.2710046415628652e-05,-3.695124885534018e-05,0.0002402902200007291
strapless,0.00015143995822867334,0.00018101272694656437,-3.3795951580344555e-05,-0.00011592486493561647,0.00019244851381138999
wills,0.00015123486022456555,0.00027606742611591405,0.0010260359737835727,0.0013147851448591132,0.0016772346679727855
bgmw01,0.00015053761838113998,0.00016536257779596768,-3.487315398649444e-05,-5.9628620122018764e-05,0.00018743368372572475
players,0.00014756406770222966,0.00038106261374605473,0.0019148678390921332,0.0026400817536411706,0.0028135466099912733
signature,0.00014598201711955966,0.00017576144095917263,0.00016933811987385116,-1.1447008551145002e-05,0.0007328901068543138
delicate,0.00014582321674191842,0.00013401650176060912,-6.867744754965869e-05,-4.875411447313194e-05,0.00018204616956790128
silver,0.0001437710721074258,0.00018177912150105444,0.00012116966744039232,3.613174797683513e-05,0.0001632657251384556
bgsb01,0.00013999444697391434,0.00013098397931140447,-0.00010631378549436775,-7.893134542277794e-05,0.0001603362466117071
jane,0.0001384073902046775,0.00012683072507932856,5.2196078958078424e-05,5.139173230872134e-05,0.0002815242405615422
mark,0.00013781197677216434,0.00030838909453366524,0.0021452250363823344,0.002000154982139234,-0.00030505888268537014
allen,0.00013613400705031765,0.0005464763442254451,0.002025800335438942,0.0014128455359382413,0.006158959331443883
pfcl05,0.00013605031224884912,0.0001324718480675714,-9.286876070994823e-05,-9.465442408698941e-05,0.00013965830119726824
lavender,0.00013582648865004436,-0.00037139188194326543,0.004089690066061626,0.00637922923260513,0.009322820098462966
ptsp02,0.00013530383006440307,0.00014045402677438193,-7.929497287902196e-05,-0.00010649433101792152,0.00014156122049581094
1349,0.00013301438945959664,0.0001420524967905775,-9.02284725250675e-05,-8.634180758120795e-05,0.0001189600331379392
bgsc02,0.00013234904667668685,0.00014055522457323704,-8.696590839605494e-05,-8.449742808067754e-05,0.00018149543266882888
ruby,0.0001314999129619722,0.00012654658722062204,-8.321860461481789e-05,-0.00010925186007403458,0.00013447697940343733
pfcl02,0.00013130459681978115,0.0001298926250370954,-7.92488127744446e-05,-0.00010075182243972887,0.0001001201550702424
pgsk01,0.000130379351483441,0.00013296586020348792,-8.522855686434163e-05,-0.0001610295236254265,9.142570933013185e-05
nike,0.00012960793636332022,0.00028037015091323,0.006426485204425273,0.009961555236699796,0.009572397025241047
mustard,0.00012773091739560187,0.00051037569478045,0.0021251697946424726,0.001982251794575451,0.004058578405648197
formal,0.00012657565922064606,0.000701550829376373,0.0020823270940150507,0.0013428926847049323,0.004886168783989234
taupe,0.0001259306790921427,0.00010602519040761246,0.0001454070367374581,3.822776317234625e-05,0.000268204520430073
pgpt01,0.0001257358110313231,0.00012822019815565748,-6.735574183910319e-05,-6.337813762987007e-05,0.00013384999167386728
bgsb02,0.0001253347936109816,0.0001448084821772998,-6.230451700295831e-05,-0.00011910975323687844,0.00013363842016238933
