,2019.0,2020.0,2021.0,2022.0,2023.0
double,4.388127252901748e-06,1.5839123478688912e-05,7.796406285119433e-05,2.3806052924236803e-05,-1.4480801168174453e-05
mangalagiri,4.355636030324556e-06,2.119428910442505e-06,4.304601015688872e-05,0.00012892269067818672,3.5478549549783116e-05
sovenior,4.341260236425415e-06,3.4524894150236845e-06,-3.5061076703603514e-06,2.142327341163664e-05,2.605958519718745e-05
oxford,4.3210815918252615e-06,-2.003685009715753e-07,2.7477252008139083e-05,8.951933608201231e-05,2.308575623175617e-05
compression,4.295720313305236e-06,1.7734476549437447e-06,2.2574314898815693e-05,6.45519829852378e-05,3.073972210480466e-05
heavy,4.279954689097806e-06,1.6337397617286033e-05,5.5942379324539025e-05,3.827337888487762e-05,-4.535702837125187e-06
vision,4.262452265530591e-06,4.842756895752891e-06,1.2708315975420864e-05,4.311235168902387e-05,7.262732727315218e-06
jaipur,4.214223237506836e-06,1.479062552112429e-06,4.572867463766228e-05,0.00016261498432520535,5.812820908086085e-05
bella,4.171434519377044e-06,1.569463961143437e-06,1.8081093078509505e-05,5.689558961404249e-05,1.9009289291324766e-05
chikankari,4.163950187302664e-06,-1.453200799602418e-06,1.7817806733312727e-05,0.00010037476849609354,3.1282007327166085e-05
audi,4.162929791215234e-06,1.0817874736047116e-06,2.140887815079005e-05,-4.445215762449023e-06,-7.205254975838132e-05
hat,4.120194312012533e-06,4.038854303909975e-06,7.256154833631654e-05,0.00016233704379488764,4.088138147364582e-05
nautical,4.080173198724864e-06,8.56164417206824e-06,6.792262426423109e-05,0.00011188955560142369,1.9878245938325655e-05
fushsia,4.063307500469742e-06,3.4531778605450165e-06,1.2799095903586583e-05,4.566428200384593e-05,1.4704041393392915e-05
shift,4.011541463101569e-06,2.6554205520662363e-06,2.664406860044835e-05,9.071118447881464e-05,3.849440348501053e-05
dutch,4.0056377980741945e-06,1.6529339453938499e-06,1.3814856899997928e-05,5.6059850775903916e-05,1.5084265269971867e-05
stop,3.940351159240866e-06,1.7974659953955607e-05,6.969568592290344e-05,4.495869006891258e-05,-7.465325277171732e-07
script,3.908240190167971e-06,5.771614164285303e-06,3.99362717807243e-05,6.078711228274958e-05,1.1407744076209077e-05
beats,3.852509644590728e-06,-2.0585910736225157e-05,0.00011344230647679235,0.00043637943656154373,0.0001490626083976567
berry,3.850807762444346e-06,7.781586306287863e-06,-3.7637243176178268e-06,2.6890467071370663e-05,4.5382595140505115e-05
tnfl,3.84163357473821e-06,7.323900351997643e-06,3.174505016390329e-05,3.770042856759064e-05,1.0202538990556585e-05
techfresh,3.7686688140763627e-06,8.837042313983569e-06,-8.230535769292818e-06,-7.15561294217585e-06,1.666037057315616e-05
reversible,3.730532863910833e-06,2.5840194233910656e-05,0.00027244204899426716,0.0004154265989339949,3.73016039400758e-05
lehenga,3.694849762742023e-06,-4.922315457310361e-07,2.905083714660707e-05,8.116758457666986e-05,1.923880545488501e-05
salvadore,3.689987133308958e-06,2.389008796554386e-06,-3.6231224707762826e-05,-6.089237310984054e-05,-7.65762892482226e-05
federation,3.682855599214295e-06,2.7999744901304665e-05,5.19410188146693e-06,3.51967391018688e-05,-3.21416092589448e-05
stripped,3.663618970681526e-06,1.6731973977053043e-06,-7.981911354525397e-06,7.87035855278268e-06,6.610206931498848e-05
soft,3.6567716188945545e-06,6.783157597402591e-06,5.013308451973628e-05,9.774272660600743e-05,2.1983519805510724e-05
ocan,3.6555517789468625e-06,-5.4179607982203666e-06,-8.898570823145479e-06,5.637139147945477e-05,2.742836097407766e-05
pes,3.6408073061646323e-06,1.1072484420189309e-05,4.3381126867242884e-05,1.9127115557166956e-05,-1.0715473106586537e-05
skirts,3.6017027934465876e-06,6.886948851165556e-05,0.00030729967824468397,0.00024814061574611625,1.2600836783028991e-05
halftone,3.5722266504869183e-06,1.2414714515684324e-05,5.708420533941233e-05,2.143365201753501e-05,-6.5925660620818e-06
lookalike,3.537837724423261e-06,2.6466833594451072e-06,2.563423432398385e-05,5.427215548818578e-05,8.093395616257814e-06
g1,3.4598340773529147e-06,2.334047993148183e-06,1.7073479591653385e-05,5.1374810381892186e-05,5.170630617860044e-05
block,3.4443866338426e-06,2.6707571594657338e-05,0.0001856612848347188,0.0002153549856328535,2.2729067224320883e-05
chhota,3.4204857418643407e-06,6.703170322222809e-05,0.0003025864105312246,0.00011249869790863657,-3.669390750782052e-05
donna,3.4174784631730914e-06,1.2283025389285351e-06,2.5950678129491482e-05,8.123286863903247e-05,1.9290642697813778e-05
ronaldo,3.410168427391202e-06,3.4580526478648607e-06,1.5725030358077552e-05,4.798683046375533e-05,8.911669932484287e-06
guevara,3.400970373625372e-06,1.9734737875284064e-06,4.7160773932332455e-05,0.00012884797112303027,3.813101588042714e-05
ghicha,3.3600946075703435e-06,2.5555335319611864e-06,2.2596580664554087e-05,8.524922541145573e-05,2.0266009808367662e-05
tri,3.334155634624096e-06,-1.0076315600651235e-06,1.0420723532724778e-05,-9.85927776933651e-06,9.466439492108156e-07
bale,3.3133198247358404e-06,3.769770904844103e-06,1.611161392007429e-05,4.5984312426847135e-05,1.5640837044857383e-05
pintails,3.3127451062201655e-06,-5.424802675295384e-07,9.66749006540051e-06,4.411959057371641e-05,1.5997114389917876e-05
blossom,3.2893996756167776e-06,8.557726935035226e-06,8.925022270691414e-05,0.00016403073130292546,4.062569997468513e-05
lets,3.27754770914625e-06,1.1151678728482763e-05,5.288277347780316e-05,2.55496585027341e-05,-2.132158275180907e-06
stud,3.277373205767413e-06,1.4567095478869705e-06,1.3867539891044126e-05,4.918362165654936e-05,1.1103553959438224e-05
cult,3.2742948370825666e-06,-5.548753304671787e-06,8.333302497620933e-05,0.00028438370114018316,8.395592557790416e-05
ft,3.250133159101782e-06,1.2490685834391646e-05,4.884712104698652e-05,3.119335434149266e-05,-5.445899777741994e-06
raw,3.2321670968846397e-06,7.477570315303362e-06,5.917338135418211e-05,7.062144079138317e-05,7.991034282826749e-06
warior,3.1919938088921363e-06,-3.782508173991891e-07,1.312355274480916e-05,4.7631798183571435e-05,1.3769574566736989e-05
rock,3.1590875514845357e-06,2.167333036076725e-05,0.00011150208072602541,5.735000362822512e-05,-2.582024825290262e-05
maddy,3.1489672247333242e-06,1.3892537763140184e-06,1.6007439247981315e-05,5.49842385309272e-05,8.241489365482966e-06
reduce,3.148772521531607e-06,1.9684940217060193e-05,-2.3008660490212388e-06,-3.364601875536359e-05,-3.020596276679024e-05
knits,3.1456115645589435e-06,1.908500189471748e-06,5.050403177581098e-05,0.00013464412676672058,3.037021437597306e-05
strom,3.0993088778888383e-06,2.9833551657142584e-06,9.90845841074076e-06,3.37135119719634e-05,5.805286829025189e-06
riddim,3.088439196715257e-06,1.874109533380303e-05,7.911530050723389e-05,2.8102342487556662e-05,-4.881958103059109e-06
span,3.069029479203479e-06,4.803369068030504e-05,0.0005005087018494309,0.0015193709249260922,0.0004298199654774022
media,3.0501093873741888e-06,1.0814709481239432e-06,1.841454261360243e-05,7.842316678006653e-05,1.8550511315204014e-05
paradise,3.0382973557571873e-06,4.587386850571658e-06,2.6447907110220905e-05,5.054736731578897e-05,7.787299452330301e-06
diane,3.0374103058408766e-06,1.1902701979598745e-05,4.277936255537652e-05,6.7957116315618306e-06,-1.498094162537881e-05
vapor,2.9298741722963205e-06,1.2699521995137996e-05,5.772934617538258e-05,2.6277118533717173e-05,1.1663623964112135e-06
holly,2.9177471599621016e-06,8.665978623923908e-06,2.8768800878380178e-05,3.548676535376751e-05,5.068022192639851e-06
cardigan,2.9110008725001017e-06,2.7386031687978694e-06,1.910095408841286e-05,5.3718737163989095e-05,1.3833906271434674e-05
dotted,2.9101779671075206e-06,4.437282224898683e-06,3.270981190364627e-05,9.034258747182026e-05,2.6525059886459037e-05
fine,2.9074782219067142e-06,-5.953969432486163e-07,3.467378742938727e-05,0.00012844238888973597,3.878312062584427e-05
zari,2.9056141149778486e-06,2.511960390517531e-06,2.1908373817590314e-05,7.016067840874485e-05,1.9471987532299137e-05
street,2.9014593409680155e-06,1.2497584961970432e-05,9.149384572195716e-05,0.00011042720386530534,2.173438339201656e-05
uv,2.887062434008907e-06,1.1669816741685566e-05,5.8525222575563685e-05,4.2538444222739795e-05,8.534481340142654e-07
squad,2.866346061933657e-06,3.8095666784312626e-05,0.00012057580730648012,1.949147282337399e-05,-2.5522482777445778e-05
challenger,2.8621709048780693e-06,1.4883635462138498e-05,0.00012205915450385667,0.0001605729155158758,1.4298056136959506e-05
1982,2.813174539743009e-06,-1.1043846128472284e-05,-3.907719817307669e-05,-2.8788510175856042e-05,-2.1321291014191712e-05
cape,2.790878502923743e-06,-1.5600207384226082e-06,2.478243984229329e-05,8.739205589853474e-05,2.4467419889329457e-05
master,2.782248930227018e-06,1.5825778930407423e-06,2.7011317864901548e-05,7.575553374415816e-05,2.2346650024315105e-05
epaulet,2.770665165559208e-06,8.947049545443027e-07,5.680305183490736e-06,3.3276272141929696e-05,8.101663788679351e-06
tempo,2.761631734203756e-06,1.7945027672466696e-05,0.0001302678846696542,0.00016718919704283364,7.394438307168689e-06
kota,2.7453053748797246e-06,-3.80362731465578e-06,0.00010068594517769645,0.00026465186869527047,6.560331304015528e-05
yarn,2.743083269002632e-06,1.7708971081526572e-05,8.357877042131869e-05,2.428139433992669e-05,-1.8626497822802703e-05
west,2.7384714528062724e-06,-1.300122209735983e-06,1.8819685172144838e-05,8.149123582862842e-05,1.493358879722744e-05
dirt,2.736934291387117e-06,9.641748559346915e-06,5.83972847742052e-05,2.949571459670879e-05,1.450079035071543e-06
elasticated,2.727241698676052e-06,-3.7249741367333697e-06,1.6094980231393033e-05,6.964093611764742e-05,1.5810006799263507e-05
kalamkari,2.68723429037572e-06,5.0740553432832204e-06,4.193919239973447e-05,9.72820314595404e-05,1.6029328365959246e-05
jericho,2.6799080787473937e-06,-1.2523144850996132e-07,1.8726168210562358e-05,5.9494851496706915e-05,1.3391441737095146e-05
wasted,2.6787040437489883e-06,-1.5281289105313875e-06,1.541028621311004e-05,6.0905603723514025e-05,1.9476095047822394e-05
splatter,2.67364074711134e-06,4.394706721870715e-06,-2.16580161869864e-05,-1.0886410707050638e-07,5.498202220390818e-06
killer,2.6726823313654484e-06,3.301546481680105e-06,1.3436168080977584e-05,4.1652205268330735e-05,6.744090708960247e-06
race,2.671970557435735e-06,1.1239970379913398e-05,6.979610801195323e-05,5.0739768114895036e-05,1.0392170723106792e-07
dizzy,2.6478362436085163e-06,-2.839864400887287e-06,2.543478689265247e-05,8.98665092516924e-05,1.0107416387238552e-05
brights,2.646541314484352e-06,8.203797641714021e-07,1.1048549110262358e-05,4.30679315395858e-05,1.1310961061701297e-05
jpg,2.6440400633650036e-06,9.989353898180092e-07,1.656576531900777e-05,5.2592528817808994e-05,1.1537781980336429e-05
crinkle,2.6372910007356643e-06,2.6606129741723274e-06,1.3770154005285809e-05,4.2032013377945344e-05,1.0320370694145333e-05
shimmery,2.617366860810516e-06,1.7166002319176177e-05,6.0225204850969846e-05,2.0746304522729357e-05,-1.0011455398173367e-05
ditsy,2.607219823454054e-06,1.0951466558346758e-05,4.625244911502842e-05,1.9199160127923755e-05,-9.611170613131167e-06
clothing,2.5747454732110533e-06,4.8446128223272614e-08,4.6508298925957056e-05,0.0001369694999133545,5.0739412114646204e-05
lady,2.5721418668219433e-06,6.255240084819319e-06,1.3431687567441756e-05,2.0751771966687204e-05,9.821349699170437e-06
bananas,2.5602252449791e-06,8.23134290199614e-08,2.3268643374491972e-05,8.10870343793979e-05,2.3212679570059135e-05
milan,2.547891781579792e-06,-1.0087965946931352e-06,4.0024404989370424e-05,0.00011378896822128788,2.005972484938032e-05
saloppette,2.544842809315719e-06,2.178189440299715e-06,2.623722247617136e-05,5.276314178264229e-05,1.174460846344594e-05
peace,2.5439247010195284e-06,7.551276976720856e-06,6.996701036951554e-05,0.00013441662516689725,1.9848426758605058e-05
kinky,2.5294195358066525e-06,2.408775569672447e-06,1.6348610766142275e-05,5.555808369953158e-05,1.1486439473779074e-05
magic,2.522561823880698e-06,1.1645130309062463e-05,6.78202915806719e-05,0.00012138146842395769,1.5903848540757123e-05
70s,2.5201298178808963e-06,8.648576663947382e-07,8.740581775461577e-06,3.2045005602032146e-05,8.593198250559602e-06
rage,2.508719595488482e-06,1.2719532836116866e-05,1.2891298709008443e-06,2.986467693129765e-05,4.865563900856717e-06
mamba,2.507652541596524e-06,1.0852946584119243e-06,1.700412913190859e-05,5.783437596458564e-05,1.5925981514391794e-05
stripper,2.499812766223854e-06,7.758331423120872e-06,3.375210375915667e-05,8.784387416914195e-06,-1.153726935746214e-05
cfc,2.445852817046303e-06,1.407459742805286e-05,5.8459585509516634e-05,2.0942765848054523e-05,-2.5673099821137366e-06
force,2.437154630400833e-06,1.102909487821407e-06,-1.1328102422730191e-05,6.794095761051802e-06,2.2360982836451706e-05
perf,2.421422088369158e-06,1.0337666048570626e-05,3.654015186244521e-05,8.795433027917206e-06,-7.247671901934997e-06
chatterbox,2.417627064869361e-06,-2.244850802809934e-06,1.1815034442527843e-05,6.422268098196355e-05,1.614430388823709e-05
popl,2.3821683018780068e-06,2.196353209852678e-05,6.82599649180278e-05,1.7403251613772677e-05,-6.916639951810668e-06
dora,2.3674554247026366e-06,7.311960634722978e-07,6.980238878102457e-06,2.4997452571734105e-05,5.211114978729587e-06
checkerd,2.3653069153396643e-06,1.0942784024605503e-05,3.287157371679919e-05,9.635718079361858e-06,-4.620286526361525e-06
on,2.340224845551852e-06,2.9044675516435417e-05,0.0001419861685042616,5.2421887671613635e-05,-3.39985373943672e-05
mazarine,2.3201568133973573e-06,6.499731376189146e-06,2.3472472665690054e-05,2.8480478499323515e-06,-8.894230399793445e-06
churidar,2.312699962372327e-06,4.334283998214547e-05,0.0006756177531215236,0.0010356635999856712,0.00014311597338310562
note,2.310097739906019e-06,3.455343404533394e-06,3.444914944554116e-05,8.634362022276786e-05,2.4519205668003543e-05
excellence,2.2885469095768955e-06,1.0139849828662966e-05,8.237391906439553e-06,5.63776788943792e-05,6.698439251228478e-05
rebel,2.2594047009039316e-06,3.4731541941805367e-06,2.4918126113829657e-05,4.3807630053549476e-05,5.838544983382787e-06
daybreak,2.2542041222751128e-06,3.1718462317407108e-06,2.1583044700035828e-05,8.935883162428622e-05,2.851045788132173e-05
snake,2.2428488423404423e-06,2.216502585632309e-06,1.4289980570533344e-05,4.7529138826680456e-05,1.3861693971321653e-05
creamt,2.235418400392777e-06,1.903802369634526e-06,8.282964483408633e-06,2.6902947567200348e-05,8.592899699023182e-06
walk,2.234664652171692e-06,1.4459429764181436e-06,1.0547194613760522e-05,4.059752901783286e-05,1.0538485391932234e-05
viscose,2.2205366581601976e-06,1.7152003660053557e-06,2.5348586060537616e-05,6.213187890124405e-05,8.106696958526484e-06
domyos,2.210125210422048e-06,-2.434909061878133e-05,4.3991618134342587e-05,0.00011944194959468648,0.000359972047437883
mughal,2.20016392236704e-06,2.550081699920948e-06,2.729339885633005e-05,8.032556982515265e-05,2.0310150689695284e-05
tickle,2.1728899105067023e-06,1.4699903592710738e-06,7.06434508286179e-06,2.4906464962837345e-05,6.889853272295225e-06
linear,2.1710654576461208e-06,1.471425798095153e-05,4.6596918492164656e-05,8.708248880804822e-06,-1.3318569345992454e-05
last,2.1690811871541657e-06,1.1347655560280682e-05,4.7443461511906456e-05,2.4761972923036212e-05,4.724479813106877e-06
unit,2.15899782683584e-06,9.06339719578343e-07,1.4330187740984177e-05,4.78291962228017e-05,1.073226256716501e-05
schon,2.154271802159891e-06,1.170569870849993e-06,1.4206250230497351e-05,4.790150807547641e-05,9.757826653054226e-06
drone,2.1177022055974533e-06,-1.022152833999522e-06,1.5251089457939066e-05,5.677618145972002e-05,1.7240409896961673e-05
bubble,2.1157559996548614e-06,1.1819835171049007e-05,4.34700986377928e-05,1.2327837649716565e-05,-2.2157018726684405e-06
stay,2.1112608602742387e-06,7.42539274672515e-06,5.3192210276743664e-05,3.9875477236062314e-05,-6.897563403203592e-06
harem,2.1039857079929306e-06,-3.3929633423973277e-06,2.8220652615428628e-05,0.00013219927501220146,4.077971138423416e-05
jazzy,2.0940471256306524e-06,-1.027081097247397e-06,2.1092322089557083e-05,7.039309080770145e-05,2.7407539531381066e-05
movement,2.0845427096323723e-06,2.0254813371758422e-06,6.956415250561696e-06,2.4721632141727587e-05,4.6473865779160455e-06
paakhi,2.0825890003135725e-06,1.2477633588883258e-06,3.340035455968377e-06,2.288089541221618e-05,7.058531665880704e-06
paint,2.0733298019182724e-06,9.332297309315311e-06,3.323220404567658e-05,2.812264424317404e-05,6.186664996580045e-06
wash,2.0426328174857946e-06,1.3904014172310463e-05,8.938109370157123e-05,6.952259620486607e-05,-7.2761413124793965e-06
fakebook,2.042325536381224e-06,4.6371148833727276e-07,5.771315120993435e-06,2.4185302895485657e-05,6.645373700450016e-06
jones,2.038606422702083e-06,-1.0823057897158645e-06,0.0001388498735947698,0.00042129391120166,7.471624473892126e-05
riveted,2.017215693543425e-06,6.246588212937897e-06,2.1888552602934763e-05,9.458963169532546e-06,-3.5822247377786486e-06
princess,2.011486360148896e-06,3.208180462625779e-05,0.00013285775335077521,5.1225162872349835e-05,-3.390510567366498e-05
mufflers,2.00576816127797e-06,6.130424990258243e-06,3.209918987073422e-05,1.2294686040699165e-05,-3.3784139503225803e-06
semi,1.980596824106512e-06,4.2684571883203225e-06,3.3714368592832264e-05,9.632695787184678e-05,2.0213787715611456e-05
steeple,1.980031408957485e-06,7.094820119824288e-06,2.6985786448363792e-05,9.162919150032859e-06,-6.3881911302769695e-06
octopus,1.9559246948226873e-06,8.467297025118882e-06,2.724138266631267e-05,6.717636284728972e-06,-6.6725211483401076e-06
crusher,1.9536268015037254e-06,7.766495431034132e-06,2.259237849521722e-05,4.422191373108973e-06,-7.624582723043159e-06
sideline,1.9238077995447956e-06,1.2051512262143408e-05,4.933405758087643e-05,3.491176292186756e-05,3.745879305073391e-06
gingham,1.9232226527682213e-06,9.220623352501462e-07,0.00012735752759586395,0.0003215096339821129,5.843870122972001e-05
contemporary,1.91383903794591e-06,1.2204426949279708e-06,4.735319975815426e-06,3.237654181141654e-05,5.597936121287612e-06
kn,1.908089059030499e-06,5.9069578475875084e-06,1.617670501955858e-05,2.3948804940941726e-06,-5.466601859238842e-06
chiffon,1.907252324601088e-06,-1.8819400319705814e-06,1.7501004707913954e-05,7.47436626160515e-05,2.7968718292413393e-05
hooded,1.8938188454421394e-06,3.150170695339404e-05,0.00013541146566397894,5.6632811633976013e-05,-1.2304362103774372e-05
benefica,1.8909241367639041e-06,4.47560029627092e-06,2.2758924529467372e-05,8.926515104656441e-05,1.3390545751403618e-05
breakli,1.8654602109890036e-06,8.852252037481996e-06,2.4981694551192506e-05,5.561322635632025e-06,-7.783037222144656e-06
blazing,1.8560040875722421e-06,2.4844172046596574e-06,3.831594632891893e-05,0.00011386223700278352,4.0431420617524934e-05
cartoon,1.8251577113536984e-06,1.7229594022565448e-05,6.219976403359628e-05,2.3207323511823623e-05,-1.7612723358113866e-05
brick,1.806435161218152e-06,9.972266320170038e-06,3.77843417181272e-05,1.2605799468093749e-05,-6.370090402605877e-06
shinjuku,1.7916550278350736e-06,1.3578741609157663e-06,9.362785082337757e-06,3.035718570988587e-05,9.153625152448875e-06
pass,1.7850489064224717e-06,2.81615906072594e-06,1.6878900022679445e-05,3.262592788053542e-05,5.761614297127917e-06
1938,1.7789434770106937e-06,9.750499798121672e-06,-3.366848713046004e-06,1.0577953496369038e-05,-7.275712289632092e-06
disturbance,1.775034158912787e-06,2.047876643964543e-06,8.10900549341236e-06,2.2713253982706486e-05,4.095544943455555e-06
instant,1.7643399446747679e-06,8.309371154718131e-06,3.421076985267452e-05,1.8933625355524983e-05,3.102091539812957e-06
sho,1.761598164681349e-06,7.151362319871351e-06,2.4189686439099683e-05,4.928971135450729e-06,-2.173391611387321e-08
bonn,1.7553161345691033e-06,-9.041669197332433e-07,2.9677910969661525e-05,8.410553075656281e-05,1.9050655219386684e-05
else,1.7496841662914332e-06,7.420220070630854e-08,1.3964545417109147e-05,4.677294997694424e-05,9.524874605511865e-06
beret,1.7292464875718987e-06,1.7096106497618457e-06,5.541868700982093e-06,2.4522795686236534e-05,6.510257567852995e-06
kylie,1.7237800796983894e-06,1.3221921317931794e-06,6.395199067319632e-06,2.419894318998851e-05,1.7998475057062878e-06
suzan,1.717206197701859e-06,4.1380125777770225e-06,2.046762455523471e-05,5.562469367799228e-05,1.3021076834241331e-05
aviator,1.7158294506821557e-06,2.427599203619643e-07,1.5464630662075378e-05,5.1542943926470585e-05,1.8412698798177715e-05
dungree,1.7127535332701872e-06,7.525028542864293e-06,2.9207166186397912e-05,1.180057706919749e-05,-4.55695581436358e-06
stella,1.708130406506732e-06,1.470521897847991e-06,1.6346356059028594e-05,5.129925960525174e-05,7.837999294925164e-06
boho,1.703252573418019e-06,7.144895625705306e-06,2.2236569696978216e-05,5.290337902467783e-06,-7.372811352192766e-06
aza,1.6970862073073091e-06,-1.7294659969745443e-06,1.4577738298417236e-05,6.0022296148808136e-05,2.0353225185262472e-05
visor,1.6876007343896693e-06,9.540964210130896e-07,4.289227019895803e-06,1.9636633091330323e-05,4.666127993263227e-06
calonge,1.682257408977936e-06,9.65835859758351e-07,1.6375454034879448e-05,5.234418698627159e-05,1.4478788059879168e-05
socks,1.6744508064049373e-06,9.465327631766134e-07,2.288341629761352e-05,8.070237795157012e-05,8.956278901095348e-06
gambling,1.671987407416065e-06,8.650283123496046e-07,7.002278234640503e-06,2.187360476984395e-05,2.1461105278365287e-06
bohemian,1.66275892975301e-06,9.732762515105127e-07,6.864852042285906e-06,2.731266939858249e-05,6.307176341527701e-06
pinstripe,1.6432792675296055e-06,5.915043128972994e-07,7.121906672665508e-06,2.646979839606542e-05,6.292807554592233e-06
march,1.6401884641563132e-06,6.577278941272978e-06,2.306615675961124e-05,7.204796310466102e-06,-3.103535071178829e-06
jonyboys,1.6225154275001135e-06,1.7711689073423979e-06,1.6897955977431518e-05,5.236510293881747e-05,5.062491715100727e-06
lio,1.5966273882244107e-06,4.445139469689575e-06,1.2191097798410836e-05,2.985068203441674e-06,-3.2970867741784426e-06
kya,1.5965854327108931e-06,1.0714778910517315e-05,4.7166133919621515e-05,1.3208243781022768e-05,-7.520608266990079e-06
salena,1.5816908910993878e-06,3.2605162968350065e-06,1.8855292817264042e-05,4.6231951531608584e-05,9.504952664444274e-06
there,1.5750828537527077e-06,5.35949336626628e-06,1.739921100622485e-05,3.2706228724714776e-06,-3.120919448428375e-06
explorer,1.5741232802145692e-06,-4.960222547237521e-07,1.1878554918116561e-05,5.478322143980938e-05,1.3751372624468903e-05
faas,1.574053339987772e-06,4.211289299391662e-08,2.0863870847184505e-05,5.54208138776164e-05,1.0392046161067308e-05
collage,1.5719243793872511e-06,1.064775560660732e-05,4.339936040668256e-05,1.8364310524646624e-05,2.5204717000475983e-06
water,1.5658171606299345e-06,7.451712773457672e-07,4.963966796025073e-06,2.064510092072522e-05,3.385554046983636e-06
rubin,1.5635779848812267e-06,1.5456732250042682e-06,6.797086945245349e-06,2.429609607838806e-05,6.0239422585989715e-06
workout,1.5562181643198117e-06,9.368477510868007e-06,3.942686908298112e-05,3.338222866144391e-05,-2.0764149092351007e-06
katie,1.5542348841339386e-06,-1.5113254116818566e-06,3.7355738126274285e-05,0.0001471218081572415,3.583367305720275e-05
blockbuster,1.554108599251873e-06,1.3967537991100795e-06,6.41215103532315e-06,2.3190426939386774e-05,5.1596410032440585e-06
collar,1.5498301716008545e-06,1.8914691762499031e-06,6.978658355864813e-05,1.4719956288263345e-05,-2.3181782597699373e-05
noil,1.5488958588892174e-06,1.9104351585472352e-07,1.1774686446880345e-05,6.513998748530917e-05,5.171655184428281e-06
player,1.540980930934435e-06,8.57025768354333e-06,4.204111881486564e-05,1.758108637701838e-05,-8.185144774186487e-06
glitch,1.5395051670508351e-06,5.390111271271733e-06,2.018549076948397e-05,4.0912612352483105e-06,-9.351412790427593e-06
its,1.5365580924646082e-06,9.332485710041858e-06,3.857334850761355e-05,1.3041351329668086e-05,-6.1705732512789766e-06
inside,1.5256887808680843e-06,1.2791680192975393e-06,2.0468655912537698e-05,4.471194607589096e-05,2.2878307656890626e-06
space,1.523979355364029e-06,6.150037989962099e-06,2.310886083798724e-05,6.623406763229872e-06,-5.333325689700677e-06
search,1.5204710702628364e-06,1.4786826638912503e-07,5.980736332205059e-06,2.328437005868356e-05,8.342173882777604e-06
always,1.5086844965393058e-06,4.804215911476094e-06,2.9732131447720177e-05,9.333444586110057e-06,-2.540658855268372e-06
feared,1.5066525759451625e-06,-5.024709583830263e-07,8.307867579353823e-06,3.7314044501181246e-05,1.3801741346858055e-05
bleach,1.5065528989066468e-06,1.3418922584631687e-06,2.322377439295661e-05,5.617233752223336e-05,1.0839062091668001e-05
listening,1.503436105545172e-06,-6.062735726832444e-07,6.024800283758103e-06,2.79542337522288e-05,8.365964828134898e-06
grren,1.4885408636238096e-06,1.0310219565345845e-06,1.3357725753887793e-05,4.992106046170566e-05,1.008148204176097e-05
blink,1.4858398790148643e-06,6.817342400977074e-06,2.7678765263829737e-05,7.49829690184282e-06,-4.565903982344325e-06
mischief,1.481484221621848e-06,1.8957397250069636e-05,7.668866572182968e-05,1.673598284970055e-05,-2.1993183267329478e-05
cbn,1.481482038302194e-06,3.871134972612916e-06,2.6148536548365224e-05,1.2548931613684231e-05,-9.551646654365619e-07
lust,1.4806873835516085e-06,7.732740109764286e-07,1.6423901772633486e-05,4.4321568126892954e-05,1.2709307066263804e-05
junkie,1.4764733362804757e-06,7.508531571140623e-07,7.237056211352097e-06,2.957006656269069e-05,8.452070238151104e-06
games,1.4718361637861067e-06,-2.730019737634619e-07,1.2623553278013352e-05,4.7215460575317225e-05,1.2141536421240451e-05
kelly,1.4679452567313742e-06,1.6123725238132727e-06,9.00404798124359e-06,2.9396938849534958e-05,7.522354092204947e-06
winters,1.4480529313809672e-06,5.83396449298019e-06,1.9152870772523015e-05,3.562045767230999e-06,-5.404927010621935e-06
but,1.4422352534999182e-06,6.42240024685903e-06,2.1101018090582926e-05,1.111815603716044e-06,-2.4248353378975816e-06
dino,1.4403670155094205e-06,-2.4413317355570086e-07,8.70315517913888e-06,4.088476971135643e-05,1.0927606357734377e-05
11,1.428718012893146e-06,1.599320380816136e-05,8.707906772936377e-05,5.8140554831773945e-05,-2.1460735181366334e-05
hiker,1.4238798022558214e-06,2.5552600136129e-06,1.8511713811789204e-05,2.9998672015623524e-05,1.7669540386448014e-06
carren,1.4229116839017471e-06,5.765900752044945e-07,1.0411239405879965e-05,2.8782937786049282e-05,5.126860137067197e-06
mowgali,1.4180316698047095e-06,1.1194590842097333e-06,6.380924551808362e-06,2.1939449598010563e-05,5.5379814222349304e-06
international,1.413754680751044e-06,1.4892868482952314e-06,6.801674898280907e-06,2.681772791662103e-05,6.910715879433688e-06
captain,1.400644554485213e-06,6.987628235112994e-06,3.4570540759567546e-05,2.9259208159256402e-05,-5.086758906816217e-08
villa,1.3976664794720022e-06,1.5269383097567889e-06,1.1291071283112867e-05,2.955702037204433e-05,7.955883797241958e-06
anytime,1.3943597769794718e-06,4.639009290532169e-06,2.3100911403778703e-05,7.640061610399423e-06,-1.2126617832884933e-06
hazard,1.3902350459725056e-06,5.070623196371325e-06,3.053299758191791e-05,1.1244430052743653e-05,-8.928697052820182e-06
hurley,1.385032310121149e-06,-2.312343939491086e-07,9.219264440908232e-06,3.8459873741368034e-05,1.3121307796152086e-05
rosa,1.3780639313967476e-06,1.3804371854472944e-06,8.99026606411924e-06,2.5015949878538737e-05,4.817112932905494e-06
